code,product_name,quantity,country,ingredients,allergens,additives,nutriscore_score,nutriscore_grade,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,image_url,image_ingredients_url,image_nutrition_url
3222476926814,Muesli croustillant chocolat noir noisettes,500,France,"Flocons d'_avoine_ complète 47% - morceaux de chocolat noir 11% (pâte de cacao - sucre - émulsifiant: lécithines de tournesol) - sucre - farine de _blé_ - huile de tournesol - sirop d'oligofructose - sirop de glucose-fructose - demi-_noisettes_ blanchies, grillées 3% - noix de coco râpée - farine de riz - sel - dextrose - arôme naturel - farine de malt de _blé_ - farine de malt d'_orge_ - sucre caramélisé - antioxydant : extrait riche en tocophérols. traces d'autres cérélaes contenant du _gluten_, d'_arachides_, d'autres _fruits à coque_, de _lait_, de _soja_ et de _graines de sésame_.","en:gluten,en:nuts,fr:avoine,fr:avoine","en:e306,en:e322,en:e322i",10,c,463,1936,19,6,19,12,10,0,0,https://static.openfoodfacts.org/images/products/322/247/692/6814/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/322/247/692/6814/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/322/247/692/6814/nutrition_fr.24.400.jpg
8423207206518,Tortitas arroz integral con Choc negro,32,España,"Chocolate negro 54% (azúcar, pasta de cacao, manteca de cacao, cacao en polvo, emulgente: lecitina de _soja_ (E-322), aromas), arroz integral (46%), emulgente: lecitina de _soja_ (E-322).",en:soybeans,en:e322,16,d,467,1954,18,11,28,5,6,0,0,https://static.openfoodfacts.org/images/products/842/320/720/6518/front_es.24.400.jpg,https://static.openfoodfacts.org/images/products/842/320/720/6518/ingredients_es.6.400.jpg,https://static.openfoodfacts.org/images/products/842/320/720/6518/nutrition_es.30.400.jpg
3263850451218,"Nouilles instantanées, saveur curry",65,France,"Preparation alimentaire à base de blé tendre 86,1% : farine de blé, hille de son de riz - amidon (tapioca, pomme de terre) - s Correcteurs d'acidité : E500, E452, E451, E501 - épaississant : E4I2 Sachet d'assaisonnement 10,8% : sel - exhausteurs de gout : E621 E631, E627-sucre - amidon transformé de tapioca - herbes et épicer poudre d'oignon, poudre d'ail, poudre d'échalote, poivre, curcuma coriandre, poudre de fenouil - extrait de levures - antiagglomérant ESS4. Sachet de légumes déshydratés 3,1% : carotte - chou-oignon",,"en:e14xx,en:e451,en:e452,en:e500,en:e501,en:e621,en:e627,en:e631",4,c,461,1929,20,5,6,0,9,5,2,https://static.openfoodfacts.org/images/products/326/385/045/1218/front_fr.23.400.jpg,https://static.openfoodfacts.org/images/products/326/385/045/1218/ingredients_en.8.400.jpg,
5400101057685,Granola avec quinoa,375,"Belgique,France","Flocons d'avoine complète 69%, miel';, raisins secs* 7% (raisins sultanines, huile de tounesol et de coton'), huile de tournesol';, quinoa' soufflé 3,7%, sel marin, sucre caramélisé, arôme naturel de vanille';, antioxydant: extrait riche en tocophérols. ';Ingredient issu de l'agriculture biologique. Peut contenir des traces de fruits à coque, de soja et de lait.",,en:e306,3,c,425,1778,12,1,19,2,11,0,0,https://static.openfoodfacts.org/images/products/540/010/105/7685/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/540/010/105/7685/ingredients_fr.19.400.jpg,https://static.openfoodfacts.org/images/products/540/010/105/7685/nutrition_fr.33.400.jpg
3256224360667,Barre de céréales au chocolat noir,125,France,"Céréales 37.5% [flocons d'AVOINE 16,8%, farine de BLE 10,2%, pétales de maïs (maïs 5,8%, sel, extrait de malt d'ORGE), farine de riz 4,4%], sirop de glucose, chocolat noir 20% (pâte de cacao, sucre, beurre de cacao), chocolat noir en poudre 4,8% (pâte de cacao, sucre, cacao maigre en poudre), huile de tournesol, pâte de NOISETTE, stabilisant : sorbitols, dextrose, sucre, sel, arôme, émulsifiant : lécithine de SOJA, antioxydant : extrait riche en tocophérols.   Traces éventuelles de lait, sulfites et arachides.","en:gluten,en:nuts,en:soybeans","en:e306,en:e322,en:e322i,en:e420",13,d,433,1819,16,7,27,4,6,0,0,https://static.openfoodfacts.org/images/products/325/622/436/0667/front_fr.42.400.jpg,https://static.openfoodfacts.org/images/products/325/622/436/0667/ingredients_fr.44.400.jpg,https://static.openfoodfacts.org/images/products/325/622/436/0667/nutrition_fr.46.400.jpg
8480012000960,Céréales Muesli avec chocolat noir,500,España,"Cereales (62%) [copos de avena (38%), copos de trigo, arroz inflado (harina de arroz, harina de trigo, azúcar, harina de malta de trigo, sal, azúcar caramelizado en polvo), copos de maíz (maíz, azúcar, extracto de malta de cebada, sal, emulgente (mono - y diglicéridos de ácidos grasos), harina de trigo], chocolate negro (15%) (pasta de cacao, azúcar, emulgente: lecitina de girasol, aroma), azúcar, manteca de palma, jarabe de glucosa, coco en polvo, cacao magro en polvo, sal, aromas.",en:gluten,"en:e322,en:e471",20,e,460,1925,18,9,23,0,8,1,0,https://static.openfoodfacts.org/images/products/848/001/200/0960/front_es.23.400.jpg,https://static.openfoodfacts.org/images/products/848/001/200/0960/ingredients_es.27.400.jpg,https://static.openfoodfacts.org/images/products/848/001/200/0960/nutrition_es.42.400.jpg
9004617068287,Crunchy chocolat,375,France,"Flocons d'avoine complete sucre de canne* flocons de blé complet, huile de tounesol haut oléique, chocolat au lait entier* 3,3% (sucre*, lait en poudre*, cacao en pâte*, beurre de cacao lactosérum en poudre* (lait), émulsifiant: lécithine de toumesol), chocolat noir* 1,8 % (cacao en pâte, sucre, beurmre de cacao émulsifiant lécithine de tournesol*), riz complet croustillant*, cacao en poudre* 1,3% , noix de coco râpée*, sel. *) Issu de l'agriculture biologique. Peut contenir des traces de graines de sésame, de soja et fruits à coque.",en:milk,"en:e322,en:e322i",7,c,435,1820,16,3,20,8,9,0,0,https://static.openfoodfacts.org/images/products/900/461/706/8287/front_fr.6.400.jpg,https://static.openfoodfacts.org/images/products/900/461/706/8287/ingredients_fr.13.400.jpg,https://static.openfoodfacts.org/images/products/900/461/706/8287/nutrition_fr.21.400.jpg
3387390326468,Fitness chocolate con leche,375,"Bélgica,Francia,Alemania,Luxemburgo,Marruecos,Reunión,España,Suiza","Copos de cereales (64%): cereales [trigo integral (32,4%), arroz (23,8%), avena integral (4,5%)], azúcar, jarabe de azúcar moreno parcialmente invertido, extracto de malta de cebada (cebada, malta de cebada), sal, jarabe de glucosa, antioxidante (extracto rico en tocoferoles). Copos de cereales recubiertos de chocolate con leche (36%): chocolate con leche (16,5%) (azúcar, manteca de cacao, leche en polvo, cacao, suero de leche en polvo, emulgente: lecitina de soja, aroma natural de vainilla), copos de cereales [cereales (trigo integral 7,9%, arroz 5,8%, avena integral 1,1% ), azúcar, jarabe de azúcar moreno parcialmente invertido, extracto de malta de cebada (cebada, malta de cebada), sal, jarabe de glucosa, antioxidante (extracto rico en tocoferoles)], chocolate (4,1%) (cacao, azúcar, manteca de cacao, emulgente lecitina de soja, aroma natural de vainilla), agente de recubrimiento (goma arábiga, jarabe de glucosa, polidextrosa). VITAMINAS Y MINERALES: Riboflavina, niacina, vitamina B6, ácido fólico, ácido pantoténico, carbonato cálcico, hierro. Puede contener cacahuete y frutos de cáscara.","en:gluten,en:milk,en:soybeans,fr:avoine","en:e101,en:e101i,en:e1200,en:e306,en:e322,en:e414",10,c,399,1669,8,4,20,7,9,1,0,https://static.openfoodfacts.org/images/products/338/739/032/6468/front_es.84.400.jpg,https://static.openfoodfacts.org/images/products/338/739/032/6468/ingredients_es.94.400.jpg,https://static.openfoodfacts.org/images/products/338/739/032/6468/nutrition_es.95.400.jpg
7613036668378,Cheerios Bio,330,"Bélgica,França,Espanha","Cereales integrales (73,9%) (harina integral de avena* (26,8%), harina integral de trigo* (26,8%), harina integral de cebada* (16,3%), harina integral de maíz* (2,0%), harina integral de arroz* (2,0%, azúcar, almidón de trigo*, miel* (3,8%), aceite de girasol*, jarabe de azúcar invertido*, sal, melazas, antioxidante extracto rico en tocoferoles), aroma natural.",,en:e306,0,b,394,1648,6,1,20,8,9,1,0,https://static.openfoodfacts.org/images/products/761/303/666/8378/front_es.31.400.jpg,https://static.openfoodfacts.org/images/products/761/303/666/8378/ingredients_es.10.400.jpg,https://static.openfoodfacts.org/images/products/761/303/666/8378/nutrition_es.33.400.jpg
20038328,Seitan Tofu,250,Espagne,"agua, 24% _gluten_ de _trigo_* (seitán), aceite de girasol*, 12% tofu* (agua, habas de _soja_*, estabilizante: sulfato cálcico), tomate frito*, (tomate*, aceite de oliva*, cebolla*, puerro*, azúcar*, sal, ajo*, acidulante: ácido cítrico), cebolla*, levadura de cerveza*, (contiene _trigo_*), especias*, (contiene _apio_* y _trigo_*), vinagre de manzana*, almidón de maíz, sal marina, tomate*, salsa de _soja_* (agua, habas de _soja_*, _trigo_*, sal marina), espesantes: goma xantana, carragenanos; emulgente: lecitina de _soja_. *Producto procedente de agricultura ecológica.","en:celery,en:gluten,en:soybeans","en:e322,en:e330,en:e407,en:e415",9,c,258,1079,15,2,3,3,23,2,1,https://static.openfoodfacts.org/images/products/20038328/front_es.6.400.jpg,https://static.openfoodfacts.org/images/products/20038328/ingredients_es.7.400.jpg,https://static.openfoodfacts.org/images/products/20038328/nutrition_en.21.400.jpg
8714685001413,Salade Hummus Bio,150,"Frankrijk,Duitsland,Nederland","pois chiches* trempés dans l'eau (27%), avocat* (22%), eau, huile de tournesol*, _sésame_* (10%), persil*, farine de maïs*, sel marin, ail*, jus de citron*, poivrons rouges*, piment rouge*, coriandre*, cardamome*, acidifiants naturels : acide lactique issu de sucre de canne. *= Issus de l'Agriculture Biologique",en:sesame-seeds,en:e270,5,c,100,875,19,3,2,0,5,1,0,https://static.openfoodfacts.org/images/products/871/468/500/1413/front_fr.18.400.jpg,https://static.openfoodfacts.org/images/products/871/468/500/1413/ingredients_fr.15.400.jpg,https://static.openfoodfacts.org/images/products/871/468/500/1413/nutrition_fr.16.400.jpg
