code,product_name,quantity,country,ingredients,allergens,additives,nutriscore_score,nutriscore_grade,energy-kcal_100g,energy_100g,fat_100g,saturated-fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,image_url,image_ingredients_url,image_nutrition_url
8690828647437,instant noodle,70,en:Canada,"gredients: Noodle:Wheat Flour, Edible Vegetable Oll(Palni, Sat, Adty Regulator(Potassium Carbonate), stor (5odium Polphnsosphate, Gum (Guargum),Flour Treatment Agent (Sodium Carbanate Seasoning Powder:Salt, Flavour Enha Spices, Sunflower Ol, Addity Regulator(Ciic acd Ingrediente: Contenido de fideos instantine , Vitamin 82 (Riboflavin) ncerMonasadum Gutamate), Sugar, Ravoring Substancen Roast Flavou), Hored",,"en:e501,en:e501i",15,d,408,1707,4,2,1,1,2,2,1,https://static.openfoodfacts.org/images/products/869/082/864/7437/front_en.4.400.jpg,https://static.openfoodfacts.org/images/products/869/082/864/7437/ingredients_en.7.400.jpg,https://static.openfoodfacts.org/images/products/869/082/864/7437/nutrition_en.10.400.jpg
3222476297174,Pâte feuilletée au beurre,230,France,"Farine de _blé_ - eau - _beurre_ concentré 19,5% - alcool éthylique - sel - jus de citron concentré - agent de traitement de la farine : l-cystéine.","en:gluten,en:milk","en:e1510,en:e920",17,d,381,1591,20,14,2,1,6,1,0,https://static.openfoodfacts.org/images/products/322/247/629/7174/front_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/322/247/629/7174/ingredients_fr.12.400.jpg,https://static.openfoodfacts.org/images/products/322/247/629/7174/nutrition_fr.34.400.jpg
8410184800150,Brillante Arroz integral,250,España,"Arroz integral cocido 97 % (arroz integral, agua), aceite de girasol, sal, emulgente: lecitina de girasol.",,en:e322,-2,a,170,718,3,1,0,3,4,0,0,https://static.openfoodfacts.org/images/products/841/018/480/0150/front_es.36.400.jpg,https://static.openfoodfacts.org/images/products/841/018/480/0150/ingredients_es.39.400.jpg,https://static.openfoodfacts.org/images/products/841/018/480/0150/nutrition_es.42.400.jpg
3240931543536,"Champignon, cepes et truffes d’ete",250,France,"Farce (70%) : ricotta au lait de bufflonne 12% (lactoserum du lait de bufflonne, lait de bufflonne, sel, correcteur d'acidité : acide citrique), ricotta 12% (lactoserum, lait, sel, correcteurs d'acidité : acide citrique, acide lactique), beurre, champignons sautés 9,8%   [champignons de Paris 3,6%, cèpes 2,5%, oignons, huile de tournesol, persil, sel, cèpes séchés, poivre, ail], chapelure (farine de blé, sel, levure), crème, lactose, Grana Padano AOP (conservateur : lysozyme d'œufs), sel, truffe dété 1 % (Tuber aestivum), cèpes  séchés 0, 1%, arôme naturel. Pâte (30%) : farine de blé tendre 17, 1%, œufs 8,55% (soit 398g1kg de farine et semoule), semoule de blé dur 4,4%","en:eggs,en:gluten,en:milk","en:e1105,en:e270,en:e330",21,e,316,1322,19,11,3,0,9,2,1,https://static.openfoodfacts.org/images/products/324/093/154/3536/front_fr.17.400.jpg,https://static.openfoodfacts.org/images/products/324/093/154/3536/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/324/093/154/3536/nutrition_fr.12.400.jpg
8422410518739,Musli fruita seca,112,España,"Cereals (59 %) [flocs de civada integral (42 %), flocs de blat integral (7 %), farina de blat, cereals extrudits (farina d'arròs, farina de blat), sucre, farina de malta d'ordi, sal, sucre caramel-litzat en pols), flocs de blat de moro (blat de moro, sucre, extracte de malta d'ordi, sal, emulgents (monoglicèrids i diglicèrids dels àcids grassos))], fruita seca (27,5 %) [panses (panses, oli refinat de gira-sol), plàtans ensucrats aromatitzats (plàtans, greix de coco, sucre, aroma), cocos torrats, papaies ensucrades (papaies i sucre), pinyes ensucrades (pinyes, sucre, corrector d'acidesa (àcid cítric)), pomes dessecades i coco en pols], sucre, greix vegetal de palma, xarop de glucosa, sal, aroma i caramel (sucre i aigua).",,en:e330,21,e,455,1904,17,10,23,0,8,1,0,https://static.openfoodfacts.org/images/products/842/241/051/8739/front_ca.51.400.jpg,https://static.openfoodfacts.org/images/products/842/241/051/8739/ingredients_ca.21.400.jpg,https://static.openfoodfacts.org/images/products/842/241/051/8739/nutrition_ca.73.400.jpg
3368952200167,Muesli croustillant chocolat noir fruits rouges,500,France,"Céréales 67% [flocons d'avoine, farine d'avoine, céréales extrudées (farine de riz, farine de blé, sucre, farine de malt de blé, sel, sucre caramélisé en poudre)], sucre, chocolat noir 10% (sucre, pâte de cacao, beurre de cacao, matière grasse laitière anhydre, émulsifiant : lécithine de tournesol, arôme), huile de tournesol (huile de tournesol, antioxydant : extrait riche en tocophérols), fruits rouges lyophilisés 3% (fraises, myrtilles, mûres), miel, maltodextrine, sel, arôme, caramel (sucre, eau). traces éventuelles de soja et de fruits à coque.","en:gluten,en:milk,en:soybeans,fr:avoine","en:e306,en:e322,en:e322i",8,c,459,1926,17,3,21,6,8,0,0,https://static.openfoodfacts.org/images/products/336/895/220/0167/front_fr.57.400.jpg,https://static.openfoodfacts.org/images/products/336/895/220/0167/ingredients_fr.59.400.jpg,https://static.openfoodfacts.org/images/products/336/895/220/0167/nutrition_fr.61.400.jpg
20223120,Müsli Riegel,200,"Österreich,Tschechien,Frankreich,Deutschland","_Hafervollkornflocken_ 31 %, Vollmilchschokolade 14% ( Zucker, Kakaobutter, _Vollmilchpulver_, Kakaomasse, Emulgator: Lecithine), Weizen-Schoko-Extrudat (_Weizenmehl_, Zucker, fettarmes Kakaopulver, _Weizenstärke_, _Gerstenmalzextrakt_ ), Glukosesirup, Glukose-Fruktose-Sirup, Weizen-Extrudat (_Weizenvollkornmehl_), Zartbitterschokoladentropfen 3% (Kakaomasse, Zucker, fettarmes Kakaopulver, Kakaobutter, Emulgator: Lecithine), Sonnenblumenöl, Kakaomasse, gezuckerte Kondensmilch (_Vollmilch_, Zucker), Feuchthaltemittel: Glycerin, Emulgator: Lecithine, natürliches Aroma.","en:gluten,en:milk","en:e322,en:e422",9,c,408,1716,12,5,26,6,8,0,0,https://static.openfoodfacts.org/images/products/20223120/front_de.16.400.jpg,https://static.openfoodfacts.org/images/products/20223120/ingredients_de.10.400.jpg,https://static.openfoodfacts.org/images/products/20223120/nutrition_de.13.400.jpg
4038635000108,Ökokloßteig,750,Deutschland,"Speisekartoffeln roh, Speisekartoffeln gekocht, Kartoffelstärkemehl, Trinkwasser, Speisesalz, Säuerungsmittel: Zitronensäure",,en:e330,4,c,210,471,0,0,0,0,2,1,0,https://static.openfoodfacts.org/images/products/403/863/500/0108/front_de.6.400.jpg,https://static.openfoodfacts.org/images/products/403/863/500/0108/ingredients_de.8.400.jpg,https://static.openfoodfacts.org/images/products/403/863/500/0108/nutrition_de.9.400.jpg
3111902100020,Muesli bio croustillant 3 chocolats,375,France,"Céréales 57,4% (flocons d'_avoine_ complets 47,3%, riz complet), sucre de canne, chocolat 10% [chocolat noir 4% (pâte de cacao, sucre de canne, beurre de cacao), chocolat blanc 3,5% (sucre de canne, beurre de cacao, _lait_ entier en poudre), chocolat au _lait_ 2,5% (sucre de canne, beurre de cacao, _lait_ entier en poudre, pâte de cacao)], huile de tournesol (tournesol, antioxydant : extrait de romarin), noix de coco râpée, sirop de riz, cacao maigre en poudre.","en:milk,fr:avoine",en:e392,10,c,474,1986,21,7,19,8,8,0,0,https://static.openfoodfacts.org/images/products/311/190/210/0020/front_fr.34.400.jpg,https://static.openfoodfacts.org/images/products/311/190/210/0020/ingredients_fr.36.400.jpg,https://static.openfoodfacts.org/images/products/311/190/210/0020/nutrition_fr.39.400.jpg
5050083251146,Special k chocolat au lait,300,"France, en:belgium","Riz (39%), _Blé_ complet (28%), Chocolat au _lait_ (16%) (Sucre, Pâte de cacao, Beurre de cacao, _Lait_ entier en poudre, _lait_ écrémé en poudre, Émulsifiant {Lécithine de _soja_}, Arôme), Sucre, _Orge_ (6,5%), Farine d'_orge_ maltée, Arôme de malt d'_orge_, Sel.  Vitamines et Minéraux : Vitamines (Niacine, 32,81, 36, Acide folique, D, 812), Fer et Zinc.","en:gluten,en:milk,en:soybeans","en:e322,en:e322i",9,c,396,1657,6,3,22,4,9,1,0,https://static.openfoodfacts.org/images/products/505/008/325/1146/front_fr.37.400.jpg,https://static.openfoodfacts.org/images/products/505/008/325/1146/ingredients_fr.39.400.jpg,https://static.openfoodfacts.org/images/products/505/008/325/1146/nutrition_fr.25.400.jpg
7613034947611,Chocapic (Maxi 750G),750,"France,Suisse","blé complet 33,5%, chocolat en poudre 22,8% (sucre, cacao en poudre), farine de blé 16,8%, semoule de mais, sirop de glucose, sucre, extrait de malt d'orge (orge, orge malté), huile de tournesol, carbonate de calcium, émulsifiant : lécithine de tournesol; sel, arômes naturels, fer, vitamines B3, B5, D, B6, B1, B2 et B9.",en:gluten,"en:e322,en:e322i",0,b,366,1625,5,1,25,8,9,0,0,https://static.openfoodfacts.org/images/products/761/303/494/7611/front_fr.93.400.jpg,https://static.openfoodfacts.org/images/products/761/303/494/7611/ingredients_fr.94.400.jpg,https://static.openfoodfacts.org/images/products/761/303/494/7611/nutrition_fr.95.400.jpg
7613034626844,Chocapic,430,"Belgium,France,Guadeloupe,Réunion,Spain,Switzerland","_blé_ complet 33,5%, chocolat en poudre 22,8% (sucre, cacao en poudre), farine de _blé_ 16,8%, semoule de maïs, sirop de glucose, sucre, extrait de malt d'_orge_ (orge, orge malté), huile de tournesol, carbonate de calcium, émulsifiant : lécithine de tournesol; sel, arômes naturels, fer, vitamines B3, B5, D, B6, B1, B2 et B9.",en:gluten,"en:e322,en:e322i",0,b,385,1625,5,1,25,8,9,0,0,https://static.openfoodfacts.org/images/products/761/303/462/6844/front_fr.144.400.jpg,https://static.openfoodfacts.org/images/products/761/303/462/6844/ingredients_fr.129.400.jpg,https://static.openfoodfacts.org/images/products/761/303/462/6844/nutrition_fr.139.400.jpg
89686170726,IndoMie Mi Goreng Fried Noodles,85,"Australia, France, Indonesia","noodles : wheat flour (62%), refined palm oil (contains antioxidant 319), salt, acidity regulators (451, 501, 500), thickener (412), colour (101), seasoning powder: salt, sugar, flavour enhancers (621, 631, 627), garlic powder, onion powder, yeast extract, artificial flavour, pepper, anticaking agent (551), seasoning oil: refined palm oil (contains antioxidant 319), onion, sweet soy sauce: sugar, water, salt, wheat, soy bean, spices, sesame oil, chilli sauce: chilli, water, sugar, salt, tapioca starch, acidity regulators (260, 330), herbs, flavour enhancers (621, 627,e631), flavours, preservatives (211, 223), fried onion: onion, refined palm oil (contains antioxidant 319),  allergen:    contains wheat, contains sesame, contains soy","en:gluten,en:sesame-seeds,en:soybeans","en:e101,en:e211,en:e223,en:e260,en:e319,en:e330,en:e412,en:e451,en:e500,en:e501,en:e551,en:e621,en:e627,en:e631",0,b,240,1004,10,4,4,0,5,0,0,https://static.openfoodfacts.org/images/products/008/968/617/0726/front_en.3.400.jpg,,https://static.openfoodfacts.org/images/products/008/968/617/0726/nutrition_en.14.400.jpg
4897878000012,Nissin Demae Ramen with Sesame Oil,100,United States,"noodles:  wheat  flour, palm oil, salt, potassium carbonate, sodium tripolyphosphate, sodium carbonate, sodium hexametaphosphate, alginic acid, sodium phosphate, guar gum, tocopherols, ascorbyl palmitate,  soup base: salt,  soy  sauce powder ( soybeans ,  wheat , salt), sugar, monosodium glutamate, caramel color, autolyzed yeast extract, hydrolyzed  soy  protein, garlic powder, dehydrated green onion, white pepper powder, maltodextrin, ginger powder, citric acid, disodium guanylate, disodium inosinate, rice oil, natural bamboo shoot flavor,  seasoning oil: vegetable oil (sesame oil, rice oil), natural and artificial sesame flavor, annatto extract color,","en:gluten,en:soybeans","en:e150c,en:e304,en:e304i,en:e330,en:e400,en:e412,en:e452,en:e452vi,en:e500,en:e500i,en:e501,en:e501i,en:e621,en:e627,en:e631",0,b,450,1880,20,8,2,3,10,5,2,https://static.openfoodfacts.org/images/products/489/787/800/0012/front_en.4.400.jpg,https://static.openfoodfacts.org/images/products/489/787/800/0012/ingredients_en.9.400.jpg,https://static.openfoodfacts.org/images/products/489/787/800/0012/nutrition_en.6.400.jpg
58449890195,Céréales A Base De Grain De Citrouille Et Grain De Lin,750,Canada,"Flocons davoine entière, sucre de canne*, huile de soja*, farine de riz bruntgraines de citrouillet graines de lin, matière sèche de rop davoine* (matière sèche de sirop d'avoine, tocophérols),sel de mer mélasse cannelle *Biologique, Conient du soja et de lavoine. Peut contenir des arachides, des noix ou du blé. VEGAN VÉGÉTALIEN",en:gluten,en:e307c,-4,a,4,15,18,3,18,5,11,0,0,https://static.openfoodfacts.org/images/products/005/844/989/0195/front_fr.18.400.jpg,https://static.openfoodfacts.org/images/products/005/844/989/0195/ingredients_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/005/844/989/0195/nutrition_fr.20.400.jpg
8423207206419,Tortitas de maiz con chocolate con leche,75,"Francia,España","Maiz (51%), chocolate con leche (48%) (azúcar, manteca de cacao, pasta de cacao, leche desnatada en polvo, mantequilla anhidra, emulgente: lecitina de soja, aromas), aceite de girasol, emulgente: lecitina de soja, aromas","en:milk,en:soybeans",en:e322,18,d,476,1992,17,9,26,2,7,0,0,https://static.openfoodfacts.org/images/products/842/320/720/6419/front_es.17.400.jpg,https://static.openfoodfacts.org/images/products/842/320/720/6419/ingredients_es.25.400.jpg,https://static.openfoodfacts.org/images/products/842/320/720/6419/nutrition_es.29.400.jpg
3258561260266,Galettes de ris saveur choco noisette,120,France,"riz*, sucre de canne*, chocolat* 8,5% (pâte de cacao*, sucre de canne*, beurre de cacao*, vanille en poudre*), huile de colza*, _lait_ écrémé en poudre*, beurre de cacao*, cacao en poudre*, _noisettes_* 0,4%, émulsifiant : lécithines de tournesol*, sel de mer, vanille en poudre*. *Issus de l'agriculture biologique conformément au règlement 889/2008/EC.","en:milk,en:nuts","en:e322,en:e322i",13,d,453,1907,15,5,27,2,6,0,0,https://static.openfoodfacts.org/images/products/325/856/126/0266/front_fr.11.400.jpg,https://static.openfoodfacts.org/images/products/325/856/126/0266/ingredients_fr.12.400.jpg,https://static.openfoodfacts.org/images/products/325/856/126/0266/nutrition_fr.25.400.jpg
3257986550587,Muesli croustillant aux noix,500,Belgique,"Flocons d'_avoine_ 32% - huile de colza - sirop de glucose-fructose - farine de _blé_ complet 6,9% - sucre - sirop de glucose - semoule de maïs - copeaux de noix de coco 4% - _amandes_ effilées 3,5% - _noix de cajou_ 3,5% - farine de _blé_ 2,8% - _noisettes_ 2% - noix de _pécan_ 2% - sel - miel - amidon de maïs - arôme naturel - extrait de malt d' _orge_ extrait d'origan - colorant : carbonate de calcium.","en:gluten,en:nuts,fr:avoine","en:e170,en:e170i",28,e,446,1866,61,17,18,0,0,5,2,https://static.openfoodfacts.org/images/products/325/798/655/0587/front_fr.3.400.jpg,https://static.openfoodfacts.org/images/products/325/798/655/0587/ingredients_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/325/798/655/0587/nutrition_fr.17.400.jpg
64100110878,Vanilla Almond Cereal,685,Canada,"RIZ, BLÉ ENTIER, SUCRE, AMANDES, SON DE BLÉ, SEL, SIROP DE CASSONADE, EXTRAIT DE MAIS ET D'ORGE MALTÉE, ARÔME NATUREL ET ARTIFICIEL, BHT, VITAMINES ET MINÉRAUX : FER, CHLORHYDRATE DE THIAMINE, d-PANTOTHÉNATE DE CALCIUM, CHOLÉCALCIFÉROL (VITAMINE D3), NIACINAMIDE, CHLORHYDRATE DE PYRIDOXINE, ACIDE FOLIQUE.","en:gluten,en:nuts",en:e321,14,d,379,1587,3,0,28,2,7,1,1,https://static.openfoodfacts.org/images/products/006/410/011/0878/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/006/410/011/0878/ingredients_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/006/410/011/0878/nutrition_fr.18.400.jpg
3660603080822,Tagliatelles saint jacques,380,"Belgique,France","Tagliatelles précuites 38% (eau, semoule de _blé_ dur, _oeufs_), légumes 33% (tomates 18% (tomates pelées, jus de tomates), courgette 7,1%, petits pois 3,4%, tomates séchées et assaisonnées 2,2% (tomates en dés, huile de colza, sel, origan, ail), fenouil 1,4%, oignon 1,4%), _Noix de Saint-Jacques_** 10,5% (mollusques), eau, _Emmental_ (lait), vin blanc, _crème fraîche_, huile de colza, amidon modifié, purée de tomates concentrée, arômes naturels contiennent _poisson_, _mollusques_, _lait_, _céleri_, _crustacés_), _lactose_, protéines de _lait_, _crème_, sucre, sel, ail, persil, basilic, huile d'olive, épaississant (gomme xanthane).     Tagliatelles d’origine France. Noix de Saint-Jacques : Argopecten purpuratus, Pérou (A) – Chlamys opercularis, Ecosse (B) – Zygochlamys patagonica, Argentine (C) – Chlamys albidus, Russie (D) – Chlamys islandica, Islance (E) ou Russie (F) – Chlamys nobilis, Vietnam (G) – Chlamys circularis, Mexique (H).","en:celery,en:crustaceans,en:eggs,en:fish,en:gluten,en:milk,en:molluscs","en:e14xx,en:e415",-1,a,99,414,3,1,3,2,6,1,0,https://static.openfoodfacts.org/images/products/366/060/308/0822/front_fr.30.400.jpg,https://static.openfoodfacts.org/images/products/366/060/308/0822/ingredients_fr.31.400.jpg,https://static.openfoodfacts.org/images/products/366/060/308/0822/nutrition_fr.35.400.jpg
5053827202435,Toppas,700,"Deutschland,Schweiz","Geschroteter Vollkornweizen(83%), Zucker, Feuchthaltemittel(Sorbit), Rinder-Gelatine.",en:gluten,"en:e420,en:e420i",-3,a,364,1523,2,1,17,9,10,0,0,https://static.openfoodfacts.org/images/products/505/382/720/2435/front_de.18.400.jpg,https://static.openfoodfacts.org/images/products/505/382/720/2435/ingredients_de.20.400.jpg,https://static.openfoodfacts.org/images/products/505/382/720/2435/nutrition_de.31.400.jpg
4306188407935,Blätterteig - Pâte feuilletée,275,Deutschland,"Weizenmehl, Trinkwasser, Palmfett, Ethylalkohol, Zucker, Speisesalz, Säuerungsmittel: Citronensäure.",en:gluten,"en:e1510,en:e330",16,d,374,1565,23,14,2,0,5,1,0,https://static.openfoodfacts.org/images/products/430/618/840/7935/front_de.4.400.jpg,https://static.openfoodfacts.org/images/products/430/618/840/7935/ingredients_de.7.400.jpg,https://static.openfoodfacts.org/images/products/430/618/840/7935/nutrition_de.11.400.jpg
7612100028407,Ovomaltine Crisp Müsli,500,"Frankreich,Deutschland","HAFERFLOCKEN, Getreide-Extrudat [Mais, Reis, Rohzucker, Vollkornmehl (WEIZEN, ROGGEN, GERSTE), GERSTENMALZ, fettarmes Kakaopulver, Speisesalzl, zucker, WEIZEN-SOJAFLOCKEN (WEIZEN, _SOJA_, Rohzucker, Fruchtzucker, Speisesalz, GERSTENMALZ), Sonnenblumenôl, DINKELFLOCKEN (DINKEL, zucker, Speisesalz, GERSTENMALZ), Maisflocken (Mais, Speisesalz, GERSTENMALZ), Ruchmehl (WEIZEN, 5% malzhaltiges Getrânkepulver* ROGGEN), Ovomaltine [GERSTENMALZEXTRAKT, kondensierte MAGERMILCH, fettarmes Kakaopulver, Mineralstoffe (Dicalciumphosphat, Magnesiumcarbonat, Eisenpyro - phosphat), Vitamine (A, D, E, K, C, Thiamin, Riboflavin, Niacin, 86, Folsâure, B12, Biotin, Pantothensâure), Speisesalz, Aroma Vanillinl, Mineralstoffe (Tricalciumcitrat, Trimagnesiumcitrat; Eisenpyrophosphat), Kakaopulver, Speisesalz; Vitamine (D, E, K, C, Thiamin, Riboflavin, Niacin; Folsâure, B12, Biotin, Vanilline","en:gluten,en:milk,en:soybeans","en:e341,en:e341ii",8,c,420,1757,12,1,20,6,9,1,0,https://static.openfoodfacts.org/images/products/761/210/002/8407/front_de.4.400.jpg,https://static.openfoodfacts.org/images/products/761/210/002/8407/ingredients_de.10.400.jpg,https://static.openfoodfacts.org/images/products/761/210/002/8407/nutrition_de.7.400.jpg
4000540011517,Bircher frucht,500,Deutschland,"_Vollkorn-Haferflocken_ (75%), getrocknete Apfelstücke, Rosinen, getrocknete und gesüßte Cranberrys (Cranberrys, Zucker), getrocknete Bananenflocken, getrocknete Dattelstücke, gehackte _Haselnusskerne_ (2%), Honig, Säuerungsmittel Citronensäure","en:gluten,en:nuts,fr:haselnusskerne,fr:vollkorn-haferflocken",en:e330,-3,a,361,1510,6,1,17,11,11,0,0,https://static.openfoodfacts.org/images/products/400/054/001/1517/front_de.4.400.jpg,https://static.openfoodfacts.org/images/products/400/054/001/1517/ingredients_de.7.400.jpg,https://static.openfoodfacts.org/images/products/400/054/001/1517/nutrition_de.20.400.jpg
7613035591066,Eko Magnesio,150,España,"Extracto de cereales (73,7%) (cebada, malta de cebada, centeno), achicoria (18,5%), sulfato de magnesio (6,2%), aroma natural, corrector de acidez (E 525).",en:gluten,en:e525,-6,a,54,226,2,1,5,10,4,0,0,https://static.openfoodfacts.org/images/products/761/303/559/1066/front_en.3.400.jpg,https://static.openfoodfacts.org/images/products/761/303/559/1066/ingredients_en.5.400.jpg,https://static.openfoodfacts.org/images/products/761/303/559/1066/nutrition_es.7.400.jpg
5010477354211,Funny Crisp Chocolat au Lait,420,France,"Céréales Complètes (68 %) (Flocons d'_Avoine_, Flocons d'_Orge_, Farine de _Blé_, Farine de Riz), Chocolat au lait (12.5 %) (Cacao 30 % Minimum (Sucre, Beurre de Cacao, Poudre de _Lait_ Entier, Pâte de Cacao, Émulsifiant (Lécithine de _Soja_). Arôme Naturel), _Blé_ Soufflé, Sucre, Huile de Tournesol, Miel, Farine de maïs, Arôme Naturel.","en:gluten,en:milk,en:soybeans,fr:avoine","en:e322,en:e322i",6,c,444,1858,14,4,14,7,11,0,0,https://static.openfoodfacts.org/images/products/501/047/735/4211/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/501/047/735/4211/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/501/047/735/4211/nutrition_fr.28.400.jpg
816615012228,Apple bits multigrain rings cereal,12,United States,"Corn flour, wheat flour, sugar, oat flour, salt, corn starch, natural and artificial apple flavor, artificial and natural cinnamon flavor, zinc sulfate (zinc), ferric orthophosphate (iron), fd&c yellow 5 (tartrazine), bht (preservative), fd&c red 40, fd&c blue 1, niacin (vitamin b3), pantothenic acid (vitamin b5), pyridoxine chlorhydrate (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1), retinyl palmitate (vitamin a), folate, cobalamine (vitamin b12).",en:gluten,"en:e102,en:e129,en:e133,en:e321",11,d,375,1569,1,0,30,3,8,1,0,https://static.openfoodfacts.org/images/products/081/661/501/2228/front_en.3.400.jpg,,
5601312074847,Crunchy Muesli equilibrio,30,"Francia,Portogallo","Céréales (64%) [flocons d'avoine, céréales extrudées (farine de riz), son d'avoine, farine de blá), édulcorants (sirop de maltitol, acésulfame K), huile de tournesol, sel, arômes",,"en:e950,en:e965,en:e965ii",2,b,417,1745,14,2,1,0,8,0,0,https://static.openfoodfacts.org/images/products/560/131/207/4847/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/560/131/207/4847/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/560/131/207/4847/nutrition_fr.12.400.jpg
8076809545464,Fusilli senza glutine,400,"France, Italy, Switzerland, Germany","farina di mais bianco (65%) , farina di mais giallo (29,5%), farina di riso (5%), acqua, emulsionante: mono e digliceridi degli acidi grassi.",,en:e471,-1,a,363,1519,2,1,1,2,7,0,0,https://static.openfoodfacts.org/images/products/807/680/954/5464/front_it.37.400.jpg,https://static.openfoodfacts.org/images/products/807/680/954/5464/ingredients_it.38.400.jpg,https://static.openfoodfacts.org/images/products/807/680/954/5464/nutrition_it.39.400.jpg
3450970134903,Riz soufflé au chocolat au lait,750,France,"Farine de riz 68%, sucre, chocolat au _lait_ 6% (sucre, beurre de cacao, _lait_ entier en poudre, pâte de cacao, émulsifiant : E322 (tournesol)), cacao maigre en poudre, sirop de glucose, arômes naturels de cacao, sel.",en:milk,en:e322,10,c,396,1657,4,2,23,3,8,1,0,https://static.openfoodfacts.org/images/products/345/097/013/4903/front_fr.21.400.jpg,https://static.openfoodfacts.org/images/products/345/097/013/4903/ingredients_fr.15.400.jpg,https://static.openfoodfacts.org/images/products/345/097/013/4903/nutrition_fr.11.400.jpg
3111900350762,Muesli bien-etre son d'avoine et seigle,500,"France,en:france","céréales*64,8% (son d'avoine*36%, flocons de seigle* complets 15,49%, riz* complet, flocons d'orge* complets), sirop de riz*, huile de tournesol*ltournesol*, antioxydant : extrait de romarin*), fibres de pomme*, jus concentré de pomme*. extrait de vanille*. *Ingrédients issus de l'agriculture biologique.",,en:e392,-2,a,429,1795,14,1,12,14,8,0,0,https://static.openfoodfacts.org/images/products/311/190/035/0762/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/311/190/035/0762/ingredients_fr.16.400.jpg,https://static.openfoodfacts.org/images/products/311/190/035/0762/nutrition_fr.21.400.jpg
5400101057715,Muesli bio,500,"France, en:belgium","Flocons de céréales 65% (avoine complète; orge;. blé complet;), fruits séchès; graines et fruits à coque 30% (raisins secs (raisins, huile de tournesol, huile de coton), lamelles de noix de coco toastées; graines de lin; graines de tournesol; abricot séché (abricot, farine de riz), noisette; amande), pétales de maïs (maïs, sucre de canne, sel, émulsifiant: lécithine de tournesol).","en:gluten,en:nuts","en:e322,en:e322i",0,b,379,1586,10,4,12,10,11,0,0,https://static.openfoodfacts.org/images/products/540/010/105/7715/front_fr.4.400.jpg,https://static.openfoodfacts.org/images/products/540/010/105/7715/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/540/010/105/7715/nutrition_fr.23.400.jpg
3760151014284,Galette de son d'avoine vanillée,70,France,"FR) Galettes cle son d'avoine saveur vanillée Ingrédients Son davoine hydraté 58% (eau 35%, son d'avoine 23% (gluten)), eau, lait écrémé en poudre, blanc d'oeuf en poudre, édulcorant (isomalt), graines de lin brun, poudre levante (pyrophosphate acide de sodium, bicarbonate de soude, amidon de blê), arome vanile 0,8% , conservateur (sorbate de potassium).","en:gluten,en:milk","en:e202,en:e450,en:e450i,en:e500,en:e500ii,en:e953",0,b,161,674,3,1,5,0,10,1,0,https://static.openfoodfacts.org/images/products/376/015/101/4284/front_fr.13.400.jpg,https://static.openfoodfacts.org/images/products/376/015/101/4284/ingredients_fr.19.400.jpg,https://static.openfoodfacts.org/images/products/376/015/101/4284/nutrition_fr.24.400.jpg
30000436073,"Quaker Natural Granola Oats, Honey, Raisins and Almonds",195,États-Unis,"Whole grain rolled oats, whole grain rolled wheat, brown sugar, raisins, canola oil, whey, inulin, almonds, nonfat dry milk, glycerin, whey protein concentrate, honey, natural flavor (contains coconut components), sunflower oil, tocopherols (added to preserve freshness).","en:milk,en:nuts","en:e307c,en:e422",0,b,412,1724,10,1,25,8,10,0,0,https://static.openfoodfacts.org/images/products/003/000/043/6073/front_fr.3.400.jpg,https://static.openfoodfacts.org/images/products/003/000/043/6073/ingredients_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/003/000/043/6073/nutrition_en.13.400.jpg
3168930010265,Cruesli,450,"Bélgica,Francia,Guadalupe,Reunión,España,Suiza","_Avoine_ complète (33 %), _blé_ complet (19 %), sucre, _noix_ 11 % (_noisettes_, _noix du Brésil_, _amandes_ grillées, _noix de Pécan_), huile de tournesol, sirop de glucose, farines de riz, de _blé_ et de maïs, miel, colorant (caramel E150a), extrait de malt d'_orge_, arôme, antioxydant (tocophérol).","en:gluten,en:nuts,fr:avoine","en:e150a,en:e307c",-2,a,462,1933,19,2,12,10,9,0,0,https://static.openfoodfacts.org/images/products/316/893/001/0265/front_fr.126.400.jpg,https://static.openfoodfacts.org/images/products/316/893/001/0265/ingredients_fr.115.400.jpg,https://static.openfoodfacts.org/images/products/316/893/001/0265/nutrition_fr.121.400.jpg
