product_name,ingredients,nutrition_grade,nutrition_score,energy,sugar,fiber,protein,sodium,fat,saturated_fat,lipids,carbohydrates,additives,allergy,category
"Fish and Chips","Pommes de terre enrobées 55% : pommes de terre 49%, huiles végétales (tournesol, colza), eau, amidon transformé de pomme de terre, farine de riz, dextrine de pomme de terre, sel, poudres à lever : e450i - e500ii, dextrose, curcuma, stabilisant : e415. filet de colin d'alaska msc enrobé de pâte à beignet 45% : filet de colin d'alaska msc (theragra chalcogramma) 29%, eau, farine de ble, huiles végétales (tournesol, colza), farine de maïs, amidon de ble, amidon transformé de maïs, gluten de ble, sel, poudres à lever : e450i - e500ii, poudre de lait écrémé. traces éventuelles d'oeuf, mollusques, céleri, soja. malgré tout le soin apporté à la préparation de nos produits, la présence exceptionnelle d'arêtes n'est jamais exclue.",b,0.0,702.0,1.2,2.1,5.9,0.308,7.4,0.7,0.0,0.0,"en:e1400,en:e14xx,en:e415,en:e450,en:e450i,en:e500,en:e500ii","no allergy",fish
"Panés au colin d'Alaska","Préparation à base de colin d'Alaska 70% : _colin_ d'alaska 96%, amidon transformé, épaississant : méthylcellulose, sel.  Enrobage 30% : chapelure (farine de _blé_, levure, sel, épices : curcuma, paprika), enrobant (eau, farine de _blé_), huiles végétales de tournesol et de colza.",a,-2.0,720.0,0.7,1.0,12.7,0.24,7.0,0.7,0.0,0.0,"en:e14xx,en:e461","no allergy",fish
"Panés de colin d'Alaska","Filets de COLIN D'ALASKA 66% (Theragra chalcogramma), farine de BLE, eau, huiles végétales (tournesol, colza), sel, GLUTEN DE BLE, amidon transformé de BLE, amidon de BLE, farine de riz, dextrose. Traces éventuelles de lait et d'oeuf.",b,0.0,793.0,1.6,0.9,12.0,0.332,9.2,1.0,0.0,0.0,en:e14xx,"no allergy",fish
"2 panes au cabillaud","Préparation à base de _cabillaud_ MSC 65% : _cabillaud_ 56%, eau, amidon modifié de pomme de terre, fibre de pomme de terre, sel, épaississant : méthylcellulose  Panure 35% : chapelure (farine de _blé_, levure, sel), enrobant (eau, farine de _blé_), huiles végétales (tournesol, colza)  [% exprimé sur la totalité du produit]",a,-1.0,887.0,0.7,0.0,11.0,0.23,9.8,0.9,0.0,0.0,"en:e14xx,en:e461","no allergy",fish
"Cabillaud les panés","cabillaud (poisson) 56%, chapelure 19% (farine de blé (contient gluten), levure, sel), eau, farine de blé (contient gluten), huiles végétales (tournesol, colza), fibre de pomme de terre, amidon modifié de pomme de terre, épaississant : méthylcellulose, sel. Traces éventuelles de lait, soja, céleri, ceuf et mollusques. ()Malgré tout le soin apporté à la préparation de nos produits, la présence exceptionnelle d'arêtes n'est jamais exclue.",a,-1.0,895.0,1.1,0.0,10.9,0.2,9.9,1.0,0.0,0.0,"en:e14xx,en:e461","no allergy",fish
"Rillettes de thon fromage frais et ciboulette","dethon et fromage frais ingrédients Thon 35,77% ( poisson), saumon Atlantique (poisson), fromage frais 12,35% (contient lait origine France), fromage blanc (contient lait origine France), huiles végétales (huile de colza, huile de tournesol), eau, ciboulette 1,33% fumet de poisson (lactose, arômes naturels, poisson en poudre, sel, crème (contient lait), protéines de lait épices, plantes aromatiques, farine de ble (contient gluten) , concentré de tomates, sel éventuelles de mollusques, crustacés, moutarde, de sésame, fruits à coque, soja, sulfites, céleri,",c,5.0,1113.0,1.4,0.0,12.0,0.32,23.0,4.2,0.0,0.0,"","no allergy",fish
"Colin d'Alaska les Panés","colin d'Alaska (_poisson_) 59 %, chapelure 16 % (farine de _blé_, levure, sel, épices : curcuma, paprika), eau, huiles végétales (tournesol, colza), farine de _blé_, amidon modifié de pomme de terre, sel, épaississant : méthylcellulose.",b,0.0,787.0,0.5,0.7,11.0,0.348,8.3,0.8,0.0,0.0,"en:e14xx,en:e461","no allergy",fish
"Filets de Maquereaux Sauce Escabèche 169 gr","Filets de maquereaux (56 %), eau, vinaigre d'alcool (8 %), huile végétale, oignon (2 %), concentré de tomate (1,8 %), échalote, ail, sel, persil, arômes, épaississant : gomme guar, colorant : extrait de paprika.",c,3.0,925.0,1.2,0.8,11.0,0.36,19.0,3.4,0.0,0.0,"en:e160c,en:e412","no allergy",fish
"Filet de poisson à la bordelaise","_filets de colin d'Alaska_ (Theragra chalcogramma) 76%, eau, farine de _blé_, huiles végétales non 'hydrogénées (huile de tournesol, huile de colza), oignon, graisse de palme non hydrogénée, persil, sel, sucre, arôme (contient: _lait_), acidifiants (acide citrique, acide lactique), ail, extrait de levure (levure, sel), maltodextrine, paprika, _poisson_ en poudre, colorant (extrait de paprika), tomates en poudre",b,1.0,544.0,0.5,0.4,13.2,0.328,7.0,2.1,0.0,0.0,"en:e160c,en:e270,en:e330","no allergy",fish
"Pecheries setoises, Filets anchois marines a l'ail, la barquette de 150 gr","Filets d'anchois avec peau marinés 60% (filets d'anchois avec peau 59.2% (Engrau/isencras/?o/us) eau, vinaigre, sel, acidifiant : acide citrique)/ huiles végétales (colza, olive) ail 1.370, . persil. Traces éventuelles de mollusques et crustacés.",c,5.0,820.0,0.5,0.0,19.5,0.72,11.5,1.3,0.0,0.0,en:e330,"no allergy",fish
"Petits Lingots","Colin d'Alaska 58%, chapelure 20 % (farine de blé, eau, épices, sel, levure), huile végétale, farine de blé, eau, amidon de pomme de terre, sel",b,1.0,939.0,1.0,0.9,13.0,0.34544,9.1,1.2,0.0,0.0,"no additives","no allergy",fish
"Rillettes d'esturgeon","INGREDtENTS Chair d'esturgeon (Acipenser spp.) (59,6%), crème, chapelure (farine de blé, sucre, huile végétale (tournesol), levure, sel, agent de traitement de ia farine : acide ascorbique), jus de yuzu huile d'olive, sel, poivre.",d,18.0,1105.0,1.3,0.0,13.8,0.568,21.3,9.1,0.0,0.0,"no additives","no allergy",fish
"Accras de morue - Recette &quot;Creole&quot;","Morue (cabillaud, sel) MSC 50% , huiles végétales (tournesol, colza), farine de blé, oeuf, poivrons rouges, oignons préfrits (oignons, huile de tournesol), fécule de pomme de terre, eau, flocons de pomme de terre, huile d'olive vierge extra, persil, ail, levure chimique (poudre à lever : E450i-E500ii, amidon de blé, farine de blé), blanc d'oeuf en poudre, épice et extrait d'épice 0,4%. Traces possibles de lait, de mollusques, de soja, de céleri et de crustacés. *Malgré tout le soin apporté à la préparation de nos produits la présence exceptionnelle d'arêtes n'est jamais exclue.",c,5.0,937.0,2.1,0.0,12.0,0.704,12.1,1.2,0.0,0.0,"en:e450,en:e450i,en:e500,en:e500ii","no allergy",fish
"Maquereaux et sa Ratatouille","Maquereau (40 %), légumes 40 % (tomates, courgettes, pommes de terre, poivrons rouges, oignons, concombre et aubergines en proportion variable), eau, concentré de tomate, échalotes, vinaigre d'alcool, huile végétale, ail, sel, sucre, arômes naturels (contient du _beurre_), épice, épaississants : gomme guar et gomme xanthane.",b,1.0,522.0,2.1,1.8,7.8,0.4064,8.8,2.0,0.0,0.0,"en:e412,en:e415","no allergy",fish
"Surimi Crudités","Pain de mie complet 51,4 % : farine complète de _blé_, eau, huile de colza, gluten de _blé_, sucre, sel, dextrose, levure, farine de _blé_, émulsifiant : E471, agent de traitement de la farine : E300. Préparation aromatisée à base de chair de _poisson_ 20,8 % : surimi (chair de _poissons_, sucre, stabilisants : E420 et E452), eau, amidon de _blé_, blanc d'_oeuf_, chair de crabe, huile de colza, arôme crabe (_poisson_), sel, exhausteur de goût : E621, colorant : E160c.    Mayonnaise allégée en matière grasse : eau, huile de colza, vinaigre d'alcool, jaune d'_oeuf_, amidon transformé de maïs, sucre, _moutarde_ de Dijon (eau, graines de _moutarde_, vinaigre d'alcool, sel, antioxydant : _disulfite_ de potassium, acidifiant : E330), sel, _lait_ écrémé reconstitué, acidifiant : E330, épaississant : E415, conservateur : E202. Concombre 6,9 %. Salade 6,9 %. Sauce tomato ketchup : tomate, sucre, vinaigre d'alcool, purée de tomates, sel, amidon modifié de maïs, stabilisant : E415, arôme, épice.",c,3.0,820.0,6.6,2.2,6.3,0.488,4.4,0.4,0.0,0.0,"en:e14xx,en:e160c,en:e202,en:e224,en:e300,en:e330,en:e415,en:e420,en:e452,en:e471,en:e621","no allergy",fish
"Plein Filet de Colin d'Alaska Meunière","Filets de _lieu de l'Alaska_ (80 %) - Qualité sans arêtes.    Enrobage (20 %) : huiles végétales de tournesol et de colza non hydrogénées, farine de _blé_, eau, amidon transformé de maïs, _gluten_ de blé, sel, sucre, arômes naturels de citron, persil déshydraté (0,6 %), jus de citron (0,5 %), épaississants : méthylcellulose, gomme guar, gomme xanthane, dextrose de blé, poudres à lever : diphosphates - carbonates de sodium (contient _sulfites_).",a,-1.0,651.0,1.2,1.3,12.0,0.364,7.3,1.0,0.0,0.0,"en:e14xx,en:e412,en:e415,en:e450,en:e461,en:e500","no allergy",fish
"Salade de Thon (+ 20% Gratuit)","Thon (poisson)35%, huile de colza, œufs, eau, vinaigre, sucre, extraits naturels (contient poisson), poudre de jaunes d'œufs, sel, moutarde(eau, vinaigre, graines de moutarde, sel, épices), jaunes d'oeufs salés, amidon transformé de maïs,   acidifiant : E330, conservateurs : E211, E202, épaississant : E415, colorant : E160a, exhausteur de goût : E635, antioxydant : E385.  ",d,13.0,1472.0,1.7,0.5,11.5,0.68,33.2,2.4,0.0,0.0,"en:e14xx,en:e160a,en:e202,en:e211,en:e330,en:e385,en:e415,en:e635","no allergy",fish
"Anchois marinés nature","Filets d'anchois (Engraulis encrasilocus) 55% (eau, vinaigre, sel, acidifiant : acide citrique), huiles végétales (colza, olive)",c,5.0,757.0,0.5,0.0,17.5,0.72,11.5,1.5,0.0,0.0,en:e330,"no allergy",fish
"Accras de morue à la créole","Morue 50%, huiles végétales (tournesol, colza), farine de blé, oeuf, poivrons rouges, oignons préfrits (oignons,huile de tournesol), fécule de pomme de terre, eau, flocons de pomme de terre, huile d'olive vierge extra, persil, ail, agents levants (poudre à lever: E450i, E500i, amidon de froment, farine de froment), blanc d'ceuf en poudre, épice et extrait d'épice 0.4%. (% exprimés sur la totalité du produit.] Traces possibles de lait, céleri, soja, crustacés, mollusques.",c,10.0,937.0,2.48,0.92,12.0,0.784,12.4,1.28,0.0,0.0,"en:e450,en:e450i,en:e500,en:e500i","no allergy",fish
"8X50G Tranche Panee De Colin Sans Arete Grand Jury","Filet de _colin d'Alaska_ (Theragra chalcogramma, pêché en Océan Pacifique) 70 %, chapelure (farine de _blé_, sel), huiles végétales de colza et de tournesol, eau amidon modifié de _blé_, fécule de pomme de terre, gluten de _blé_, sel, poudres à lever : diphosphates et carbonates de sodium, poivre.",b,0.0,761.0,1.2,0.0,12.0,0.32,9.0,0.6,0.0,0.0,"en:e450,en:e450i,en:e500","no allergy",fish
"Colin d'alaska les panes","colin d'Alaska (poisson) 48%, eau, chapelure 16% (farine de blé (contient gluten), levure, sel, épices : curcuma, paprika), huiles végétales (tournesol, colza), calamar (mollusque), farine de blé (contient gluten), amidon modifie de pomme de terre, sel, épaississant: méthylcellulose. Traces éventuelles de lait, oeuf, soja, céleri. () Malgré tout le soin apporté à la préparation de nos produits, la présence exceptionnelle d'arêtes n'est jamais exclue.",a,-1.0,820.0,0.6,1.3,11.1,0.328,7.9,0.8,0.0,0.0,"en:e14xx,en:e461","no allergy",fish
"Panés au poisson","Poissons 58%, chapelure 16% (farine de blé, levure, sel, épices : curcuma, paprika), huiles végétales de tournesol et de colza, eau, farine de blé, amidon modifié de pomme de terre, préparation à base de pomme de terre déshydratée (pomme de terre, sel, blanc d’œuf en poudre, ail en poudre), dextrose, fécule de pomme de terre, épaississant méthylcellulose, sel.",b,0.0,882.0,1.0,1.2,12.0,0.368,9.9,1.0,0.0,0.0,"en:e14xx,en:e461","no allergy",fish
"Colin d'Alaska","Filet de colin d’Alaska (_poisson_) (Theragra Chalcogramma, pêché dans l'Océan Pacifique) 70%, chapelure (farine de blé (contient _gluten_), sel), eau, amidon transformé, huiles végétales (colza, tournesol), fécule de pomme de terre, _gluten_ de blé, sel, poudres à lever : diphosphate, carbonate de sodium, poivre.",a,-2.0,774.0,2.0,1.5,13.0,0.244,7.0,0.5,0.0,0.0,"en:e14xx,en:e450,en:e500,en:e500i","no allergy",fish
"Accras de Morue sauce Nuoc Mam","Accras de morue : purée de pomme de terre réhydratée (eau-ﬂocon de pomme de terre - émulsiﬁant : mono et diglycérides d acides gras) - pulpe de _morue_ 31% (_cabillaud_ - sel) - huile de tournesol — fécule de pomme de terre - oignons déshydratés - pulpe d’ail - persil - blanc d’_œuf_ en poudre - sel - piment fort - poivre blanc.  Sauce nuoc mam 20 g : eau - sucre - nuoc mam l4% (_poisson_ - sel) - vinaigre - sel.",c,5.0,999.0,4.3,0.0,12.6,0.712,11.7,1.2,0.0,0.0,en:e471,"no allergy",fish
"2 petits poissons panés au fromage fondu Colin d'Alaska MSC","Préparation à base de colin d'Alaska MSC 70% : _colin_ d'Alaska 35%, eau, _fromage_ fondu 11% (_fromage_, eau, _beurre_, poudre de _lactosérum_, protéines de _lait_, sels de fonte : E331-E339-E452, sel, gélifiants : E407-E401), base pomme de terre déshydratée (pomme de terre, sel, blanc d'_œuf_ en poudre, plante aromatique), épaississant : E461, Enrobage 30% : chapelure (farine de _blé_, levure, sel, épices : curcuma, paprika), enrobant (eau, farine de blé), huiles végétales (tournesol, colza). [% exprimés sur la totalité du produit.]",c,5.0,883.0,1.6,0.0,9.7,0.576,9.4,2.4,0.0,0.0,"en:e331,en:e339,en:e401,en:e407,en:e452,en:e461","no allergy",fish
"iglo - Petits trésors","Poissons 48,5 % en proportions variables (colin d'Alaska, colin lieu, merlu, cabillaud, hoki), chapelure 18,6 %, huile végétale, eau, farine de blé, pomme de terre, amidon de blé, sel, riz, bouillon de légumes (extrait de levure, maltodextrine, sel, extrait de légumes (contient du céleri), extrait d'épices, huile végétale), poudres à lever (E450, E500), sucre, épices.",b,2.0,1143.0,1.5,1.2,12.0,0.44,15.0,1.8,0.0,0.0,"en:e450,en:e500","no allergy",fish
"Filets de limande du Nord Meunière","Filets de Limande du Nord 72%, enrobage 28% : eau, huiles végétales (tournesol, colza), farine de _blé_, fécule de pomme de terre, amidon modifié de maïs, _gluten_ de blé, sel, _lactose_ et protéines de _lait_, arôme, sucre, dextrose, persil déshydraté, colorants : carotène et extraits de paprika et de curcuma, poudre d'_oeuf_ entier, épaississants : E462-E412-E415, amidon modifié de tapioca, poudres à lever : E450i, E500ii.",b,2.0,757.0,1.0,1.2,13.5,0.56,8.7,0.9,0.0,0.0,"en:e14xx,en:e160a,en:e412,en:e415,en:e450,en:e450i,en:e462,en:e500,en:e500ii","no allergy",fish
"Hâché de la mer à base de Cabillaud","Chair de _cabillaud_ 75%, huiles végétales (tournesol, colza), pomme de terre préfrites (pomme de terre, huile de tournesol), _crème_, blanc d'_oeuf_ en poudre, farine de _blé_, oignons préfrits (oignons, huile de tournesol), flocons de pomme de terre, amidon modifié de pomme de terre, sel, arôme, aromate",b,2.0,690.0,2.0,0.0,15.3,0.38,8.8,1.1,0.0,0.0,en:e14xx,"no allergy",fish
"Panés de cabillaud","Filets de CABILLAUD 66% (Gadus morhua), farine de BLE, eau, huiles végétales (tournesol, colza), sel, GLUTEN DE BLE, amidon transformé de BLE, amidon de BLE, farine de riz, dextrose. Traces éventuelles de lait et d'oeuf.",b,0.0,793.0,2.2,0.9,13.0,0.344,8.5,0.9,0.0,0.0,en:e14xx,"no allergy",fish
"2 petits poissons panés au fromage fondu Colin d'Alaska MSC","Préparation à base de colin d'Alaska MSC 70% : _colin_ d'Alaska 35%, eau, _fromage_ fondu 11% (_fromage_, eau, _beurre_, poudre de _lactosérum_, protéines de _lait_, sels de fonte : E331-E339-E452, sel, gélifiants : E407-E401), base pomme de terre déshydratée (pomme de terre, sel, blanc d'_œuf_ en poudre, plante aromatique), épaississant : E461, Enrobage 30% : chapelure (farine de _blé_, levure, sel, épices : curcuma, paprika), enrobant (eau, farine de blé), huiles végétales (tournesol, colza). [% exprimés sur la totalité du produit.]",c,5.0,883.0,1.6,0.0,9.7,0.576,9.4,2.4,0.0,0.0,"en:e331,en:e339,en:e401,en:e407,en:e452,en:e461","no allergy",fish
"Filets De Colin D'alaska Panés","Filets de _colin_ d'Alaska 65 %. Enrobage 85 %. chapelure (farine de _blé_, levure, sel), enrobant (farine de _blé_, eau, sel, _gluten de blé_), huiles végétales (tournesol, colza).",a,-2.0,879.0,1.23,1.53,12.0,0.2,8.68,0.89,0.0,0.0,"no additives","no allergy",fish
"10 tranches panées préfrites de filet de colin d'Alaska","Filets de lieu de l'Alaska 66%. Panure 34% : chapelure (farine de blé, eau, sel, levure, épices (curcuma, paprika)), huiles végétales de tournesol et tournesol oléique non hydrogénées, enrobage (farine de blé, amidon transformé de blé, amidon de blé, sel, gluten de blé), préparation à base de farine (farine de riz, gluten de blé, chapelure (farine de blé, sel), huile végétale de colza non hydrogénée), eau.",a,-1.0,823.0,1.0,1.5,13.2,0.32004,7.8,0.9,0.0,0.0,en:e14xx,"no allergy",fish
"Filet Meunière de Colin d'Alaska","Filet de _colin_ d'Alaska (Theragra Chalcogramma) (80%), enrobage (farine de _blé_; amidon transformé de _blé_;fécule de pomme de terre;gluten de _blé_; sel; poudres à lever E450i, E500ii, poudres de _lait_ écrémé; levure ; persil ; huile de colza), huiles végétales (colza, tournesol), eau.",a,-1.0,711.0,1.5,0.0,13.0,0.264,7.5,1.0,0.0,0.0,"en:e14xx,en:e500,en:e500ii","no allergy",fish
"Filet de Cabillaud Meunière","Filets de _cabillaud_ 72%, enrobage 28% : eau, huiles végétales (tournesol, colza), farine de _blé_, fécule de pomme de terre, amidon modifié de maïs, _gluten de blé_, sel, _lactose_ et protéines de lait, arôme, sucre, dextrose, persil déshydraté, colorant : carotène, extraits de paprika et de curcuma, poudre d'_œuf_ entier, épaississants E461 - E412 - E415, amidon modifié de tapioca, poudres à lever : E450i, E500ii.",b,2.0,674.0,1.4,0.0,13.7,0.48,6.3,0.6,0.0,0.0,"en:e14xx,en:e160a,en:e160c,en:e412,en:e415,en:e450,en:e450i,en:e461,en:e500,en:e500ii","no allergy",fish
"Filets colin d'Alaska meunière","Filets de colin d'Alaska 75%. Enrobage 25% : eau, huiles végétales (tournesol, colza), farine de ble, fécule de pomme de terre, amidon modifié de mais, sel, gluten de blé, sucre, lactose et protéines de lait, erdmes, dextrose, poudre d'euf entier, persil déshydraté, colorants: carotène et extraits de paprika et de Curcuma, épaississants: E461 - E412-E415, amidon modifié de tapioca, poudres à lever: E450i - E500i. [% exprimés sur la totalité du produit.] Traces possibles de mollusques, soja, céleri.",b,2.0,674.0,1.5,0.7,12.9,0.452,6.8,0.7,0.0,0.0,"en:e14xx,en:e160a,en:e412,en:e415,en:e450,en:e450i,en:e461,en:e500,en:e500i","no allergy",fish
"Cabillaud Pané","Filets de cabillaud 70 % (_poisson_), farine de _blé_, huile végétale de tournesol, eau, amidons (pomme de terre, _blé_), sel, levure, épices (curcuma, paprika), arôme naturel.",b,0.0,824.0,1.3,0.0,11.7,0.24,8.5,1.1,0.0,0.0,"","no allergy",fish
