product_name,ingredients,nutrition_grade,nutrition_score,energy,sugar,fiber,protein,sodium,fat,saturated_fat,lipids,carbohydrates,additives,allergy,category
"Croquettes au colin d'Alaska","morceaux de filets de colin d'Alaska MSC* (47,8%), farine de blé, huiles végétales (colza, amidons, flocons de pomme de terre (1,4%), fines herbes (1%) (ciboulette, persil), sel, stabilisant poudre, sucre, ail en poudre (0,2%), purée d'ail (0,1 0%), épices (curcuma, paprika, noix de *Colin d'Alaska (Theragra Chalcogramma). Présence éventue//e de moutarde, lait et graines de sésame. &quot;Malgré tout le soin apporté à la préparation de nos poissons, la présence exceptionnelle d'arêtes n'est pas exclue. Nous vous invitons à vérifier les bouchées destinées aux enfants en bas-âge.",b,1.0,904.0,3.2,0.0,8.7,0.44,10.0,0.8,0.0,0.0,"no additives","no allergy",fish
"2 petits poissons panés au fromage fondu Colin d'Alaska MSC","Préparation à base de colin d'Alaska MSC 70% : _colin_ d'Alaska 35%, eau, _fromage_ fondu 11% (_fromage_, eau, _beurre_, poudre de _lactosérum_, protéines de _lait_, sels de fonte : E331-E339-E452, sel, gélifiants : E407-E401), base pomme de terre déshydratée (pomme de terre, sel, blanc d'_œuf_ en poudre, plante aromatique), épaississant : E461, Enrobage 30% : chapelure (farine de _blé_, levure, sel, épices : curcuma, paprika), enrobant (eau, farine de blé), huiles végétales (tournesol, colza). [% exprimés sur la totalité du produit.]",c,5.0,883.0,1.6,0.0,9.7,0.576,9.4,2.4,0.0,0.0,"en:e331,en:e339,en:e401,en:e407,en:e452,en:e461","no allergy",fish
"Accras à La Morue","10 acras à la morue frits avec sauce rougail (à base de tomates et de piment) ingrédients Acras à la morue frits 91 % : flocons de pomme de terre réhydratés 39, 1% (eau, wnmes de Èrre, émulsifiant • mono - et diglycérides d'acides gras), pulpe de morue (poisson) fecule de pomme de terre, huile de tournesol, ail, oignon déshydraté, persil 1.3 blanc d'œuf en poudre, sel, poivre blanc, épice (piment fort). Sauce rougail (à base de tomates et de piment) 9% : eau, sucre, oignon, concentré de tomate 0,6%, amidon modifié de pomme de terre, vinaigre d'alcool (contient sulfites), sel. purée de piment 0, (piment 0,1 %, sel, vinaigre), acidifiant : acide citrique, conservateur : sorbate de potassium, arôme naturel. Pourcentages exprimés sur le total de la recette. Traces éventuelles de gluten, moutarde et de lait.",c,3.0,849.0,3.79,0.0,9.39,0.51,10.1,1.1,0.0,0.0,"en:e14xx,en:e202,en:e330,en:e471","no allergy",fish
Surimi,"Surimi 38% (chair de poisson, stabilisants : sorbitol, sucre, polyphosphates), eau, blanc d'oeuf réhydraté, huile végétale, amidon de blé, fécule de pomme de terre, sel, arôme crabe (dont crustacés), sucre, exhausteur de goût : monoglutamate de sodium, colorant : extrait de paprika. Trace éventuelles de soja, mollusques, moutarde et lait.",c,4.0,506.0,3.2,0.0,7.4,0.68,5.0,0.5,0.0,0.0,"en:e160c,en:e420,en:e420i,en:e452,en:e621","no allergy",fish
"Croquettes de morue","_Morue_ 41 %, pommes de terre précuites (pommes de terre, sel) 31 %, huiles végétales (tournesol, colza), oignons, flocon de pomme de terre, _œuf_, _crème_, levure chimique (poudre à lever : E450i, E500ii, amidon de _froment_), blanc d'_œuf_ en poudre, persil, ail déshydraté, sucre, épices.",a,-1.0,532.0,0.64,0.51,8.86,0.312,5.83,0.5,0.0,0.0,"en:e450,en:e450i,en:e500,en:e500ii","no allergy",fish
"Filets de Merlu Blanc du Cap Meunière Citron-Persil","Filets de Merlu blanc du cap sans arête (_Poisson_) 80 %, Huiles végétales 10 % (huile de tournesol, huile de tournesol oléique, huile de colza), eau, semoule de blé (_Gluten_), farine de blé (_Gluten_), amidon transformé de blé (_Gluten_), sel, lactose (_Lait_), lait écrémé en poudre (_Lait_), citron en poudre 0,1 % (maltodextrine, citron), arôme naturel de citron et autres arômes naturels, persil 0.1%, dextrose, amidon transformé",a,-1.0,628.0,0.9,0.0,15.0,0.304,6.6,0.8,0.0,0.0,en:e14xx,"no allergy",fish
"Buñuelos de bacalao","Agua, harina de trigo, aceite de girasol, bacalao (6%), pescado blanco (5 %) , suero de leche, gasificantes (E 450, bicarbonato sódico), almidon de trigo, perejil, cebollino, huevo en polvo, ajo, sal, espesante (E 415) y emulgente (E 472e).",e,22.0,4025.0,2.9,0.6,6.7,0.92,11.0,2.2,0.0,0.0,"en:e415,en:e450,en:e472e,en:e500,en:e500ii","no allergy",fish
"2 petits poissons panés au fromage fondu Colin d'Alaska MSC","Préparation à base de colin d'Alaska MSC 70% : _colin_ d'Alaska 35%, eau, _fromage_ fondu 11% (_fromage_, eau, _beurre_, poudre de _lactosérum_, protéines de _lait_, sels de fonte : E331-E339-E452, sel, gélifiants : E407-E401), base pomme de terre déshydratée (pomme de terre, sel, blanc d'_œuf_ en poudre, plante aromatique), épaississant : E461, Enrobage 30% : chapelure (farine de _blé_, levure, sel, épices : curcuma, paprika), enrobant (eau, farine de blé), huiles végétales (tournesol, colza). [% exprimés sur la totalité du produit.]",c,5.0,883.0,1.6,0.0,9.7,0.576,9.4,2.4,0.0,0.0,"en:e331,en:e339,en:e401,en:e407,en:e452,en:e461","no allergy",fish
"Rillettes de thon","Thon 42 %, huiles végétales (colza, tournesol) en proportions variables, poissons 16 %, eau, protéines de lait, fécule de manioc, extrait de thon, sel, échalote 0,8 %, jus de citron déshydraté,tomates déshydratées en poudre, fibre de blé.  Traces de crustacés, œufs, soja, céleri, mollusques et moutarde.",c,3.0,1189.0,0.5,0.5,15.0,0.28,24.0,2.1,0.0,0.0,"no additives","no allergy",fish
"Mejillones fritos en salsa de Cabrales","Mejillones (mytilus galloprovincialis), salsa cabrales 35% (nata ligera (nata, almidón modificado, emulgente E-471, estabilizantes E-415, E-451, E-460 y E-46), queso cabrales 7% (leche crudo de vaca, cuajo, fermento y sal) y leche entera pasteurizada).",d,15.0,686.0,2.2,0.0,15.5,0.712,8.4,6.7,0.0,0.0,"en:e14xx,en:e415,en:e451,en:e460,en:e471","no allergy",fish
"Filet de colin meunière","Filet de colin d'Alaska (poisson) 75%. Enrobage 25% : eau - huiles végétales (tournesol, colza) - farine de blé - fécule de pomme de terre - amidon modifié de mais - sel - gluten de blé - sucre-Iactose et protéines de lait - arômes-dextrose - poudre d'oenf entier - persil déshydraté 0,08% - colorants (carotène - extraits de paprika et de curcuma) - épaississants (méthylcellulose - gomme guar - gomme xanthane) - amidon modifie de tapioca - poudres à lever (diphosphate disodique - carbonate acide de sodium).",b,1.0,682.0,1.5,0.8,13.0,0.44,6.8,0.7,0.0,0.0,"en:e14xx,en:e160a,en:e160c,en:e412,en:e415,en:e450,en:e450i,en:e461,en:e500,en:e500ii","no allergy",fish
"Rillettes de thon","Thon listao 47%, poisson blanc 16%, huiles végétales (coiza et tournesol en proportion variable), eau, protéine de lactosérum, fécule, sel, échalote, jus de citron en poudre (jus concentré de citron, maltodextrine), tomate déshydratée, fibre de blé. % exprimés sur la totalité du produit. Traces possibles de crustacés, oeuf, soja, céleri, moutarde, mollusques.",b,2.0,1059.0,0.35,0.55,14.7,0.352,20.6,1.78,0.0,0.0,"no additives","no allergy",fish
"Panés ou colin d'Alaska","Préparation à base de colin d'Alaska 70% : colin d'Alaska 59%, eau, amidon modifié, sel, épaississant : E461. Panure 30% : chapelure (farine de blé, levure, sel, épices : curcuma, paprika), enrobant (eau, farine de blé), huiles végétales (tournesol, colza). [% exprimés sur la totalité du produit.] Les informations en gras sont destinées aux personnes intolérantes ou allergiques. Peut contenir du lait, œuf, soja, céleri, mollusques. (*) Malgré tout le soin apporté à la préparation de nos produits, la présence exceptionnelle d'arêtes n'est jamais exclue.",b,0.0,808.0,0.7,0.8,11.2,0.32,7.9,0.7,0.0,0.0,"en:e14xx,en:e461","no allergy",fish
"Croquettes de poisson panées","Chair de poisson 47%, eau, farine de blé, huile végétale de tournesol, flocons de pomme de terre (pomme de terre, émulsifiant : mono - et diglycérides d'acides gras, épice (curcuma)), fines herbes 1.5% (persil, ciboulette), fécule de pomme de terre, arômes, ail déshydraté 0.5%, émulsifiant (méthylcellulose), sel, levure, épices (paprika, curcuma), amidons (pomme de terre, blé)",a,-1.0,782.0,0.7,0.0,9.2,0.252,8.5,1.0,0.0,0.0,"en:e461,en:e471","no allergy",fish
"Poisson a la provencale 400G.","Filet de _colin d'Alaska_ sans arête (50 %), eau, tomates (6 %), _crème_ fraîche légère (3 %), poivrons (3 %), courgettes (2,5 %), oignons, concentré de tomates, tomates en poudre, sucre, amidon modifié, persil, sirop de glucose, amidon, sel, épices, assaisonnement, arôme, émulsifiant (E472c), acidifiant: acide citrique, herbes.",a,-4.0,268.0,1.89,0.6,9.19,0.13,1.29,0.89,0.0,0.0,"en:e14xx,en:e330,en:e472c","no allergy",fish
"Pané Colin d’Alaska","Préparation à base de filets de colin d'Alaska MSC* (65%) : filets de _colin_ d’Alaska MSC (62%), amidon modifié, épaississant : E461, sel.     Panure (35%) : chapelure (farine de _blé_, levure, sel), enrobant (eau, farine de _blé_), huiles végétales (tournesol, colza).     Malgré tout le soin apporté à la préparation de nos produits, la présence d'arêtes n'est jamais exclue.     *le colin d'Alaska dans ce produit provient d'une pêcherie qui a répondu au référentiel environnemental du MSC pour une pêche durable et bien gérée. www.msc.org/fr",a,-1.0,933.0,0.5,1.6,11.9,0.24,11.4,1.2,0.0,0.0,"en:e14xx,en:e461","no allergy",fish
"Filets de cabillaud panés","Filet de CABILLAUD (Gadus morhua) pêché en Atlantique Nord Est 65%.Panure 35% : farine de BLE, huiles végétales de tournesol et de colza, eau, sel, GLUTEN DE BLE, levure, extrait de levure.Traces éventuelles de lait, oeuf et mollusques.",a,-2.0,816.0,1.0,1.0,12.0,0.18,7.5,0.8,0.0,0.0,"no additives","no allergy",fish
"2 petits poissons panés au fromage fondu Colin d'Alaska MSC","Préparation à base de colin d'Alaska MSC 70% : _colin_ d'Alaska 35%, eau, _fromage_ fondu 11% (_fromage_, eau, _beurre_, poudre de _lactosérum_, protéines de _lait_, sels de fonte : E331-E339-E452, sel, gélifiants : E407-E401), base pomme de terre déshydratée (pomme de terre, sel, blanc d'_œuf_ en poudre, plante aromatique), épaississant : E461, Enrobage 30% : chapelure (farine de _blé_, levure, sel, épices : curcuma, paprika), enrobant (eau, farine de blé), huiles végétales (tournesol, colza). [% exprimés sur la totalité du produit.]",c,5.0,883.0,1.6,0.0,9.7,0.576,9.4,2.4,0.0,0.0,"en:e331,en:e339,en:e401,en:e407,en:e452,en:e461","no allergy",fish
Twix,"farine de blé (29%), sucre, matière grasse de palme, sirop de glucose, beurre de cacao, lait écrémé en poudre, pâte de cacao, farine d'orge (2.8%), humectants (E420, E422), beurre concentré (lait), lactose, petit-lait en poudre, sirop de glucose-fructose poudre à lever (E500), sel, cacao maigre, émulsifiants (lécithine de soja E442), stabilisant (E407), extrait naturel de vanille. (Peut contenir: cacahuète).",e,26.0,2071.0,48.0,0.0,4.4,0.0,24.0,19.0,0.0,0.0,"en:e322,en:e322i,en:e407,en:e420,en:e422,en:e500","no allergy",fish
"Filets de maquereaux au citron et à l'olive","Filets de _maquereaux_ cuits au court-bouillon (filets de _maquereaux_ 59% - sel - épices et aromates) - jus de citron 10% - eau - citron 3,9% - huile de colza - olives vertes 2,8% (olives vertes - sel - acidifiant : acide lactique) - carottes - huile d'olive vierge extra 1,9% - sucre - vinaigre d'alcool - sel - jus de citron concentré 0,5% - vinaigre de vin blanc (dont _sulfites_) - herbes de provence - vin blanc (dont _sulfites_) - protéines de _lait_ - épaississant : gomme xanthane - dextrose de blé - émulsifiant : mono et diglycérides d'acides gras - fécule de manioc - arômes naturels - poivre - arôme. traces de _moutarde_.",d,12.0,903.0,2.8,0.0,13.0,0.64,16.0,3.3,0.0,0.0,"en:e270,en:e415,en:e471","no allergy",fish
"Filets de colin d’alaska meunière","Filets de colin d'Alaska meunière, préfrits, surgelés Ingrédients Filet de colin d'Alaska (Theragra chalcogramma) 80%. Enrobage 20% : farine de blé - huiles végétales (tournesol, colza) - eau - amidon transformé de blé - sel - arômes - sucre - épaississants : gomme guar, gomme xanthane, methylcellulose - lactose et protéines de lait - dextrose - poudre à lever : diphophate disodique, carbonate acide de sodium - amidon transformé de tapioca - persil. Traces d'oeuf, mollusques. Les informations en gras sont destinées aux personnes allergiques ou intolérantes.",a,-1.0,699.0,1.5,0.0,13.0,0.26,8.5,0.8,0.0,0.0,"en:e14xx,en:e412,en:e415,en:e461,en:e500,en:e500ii","no allergy",fish
"Thon H.veg. Bom Amigo 120Gr.,","Thon (65%), Huile Végétale (tournesol) 34%, Sel",a,-2.0,824.0,0.0,0.0,24.4,0.0,11.3,1.3,0.0,0.0,"no additives","no allergy",fish
"Colin d’Alaska façon meunière","Filets de Colin d'Alaska ( _poisson_ ) 77%, farine de blé (contient _gluten_ ), huiles végétales (tournesol, colza), eau, amidon modifié de maïs, amidon modifié de pomme de terre, sel, _gluten_ de blé, fécules de pomme de terre, lactose (contient _lait_ ) et protéines de _lait_ ; épaississants : méthylcellulose, gomme guar, gomme xanthane ; arômes : dextrose ; colorants : caroténoïdes, extrait de paprika, curcumine ; sucre ; persil déshydraté 0.08%, amidon de tapioca, poudre à lever, diphosphates, carbonate de sodium, poudre d'_oeuf_ entier.",b,0.0,665.0,0.7,0.8,15.9,0.44,6.2,0.6,0.0,0.0,"en:e100,en:e14xx,en:e160,en:e160c,en:e412,en:e415,en:e450,en:e461,en:e500,en:e500i","no allergy",fish
"Les P'tits panés, poisson au fromage fondu","Colin d'alaska 35%, eau, Chapelure 16%,(farine de BLE, levure, sel, épices:curcuma, paprika), fromage fondu 11%(lait, eau,beurre, poudre de lactosérum,protéines de lait,sels, émulsifiants:citrates de sodium,phosphates de sodium, polyphosphates, sel, gélifiants:carraghénanes, alginates de sodium, huiles végétales (tournesol, colza), préparation à base de pommes de terre déshydratées (pommes de terre déshydratées, sel, blancs d'oeufs en poudre, aromate), farine de blé,épaississant: méthylcellulose.",c,4.0,883.0,1.6,1.9,9.7,0.56,9.4,2.4,0.0,0.0,"en:e331,en:e339,en:e401,en:e407,en:e452,en:e461","no allergy",fish
"Manna Sardinenpaste","Sardines 40%, maquereau 20%, huile végétale, eau, concentré de tomate, protéine de soja, moutarde, épices et sel",c,4.0,1255.0,0.0,1.9,16.29,0.32,25.0,4.9,0.0,0.0,"no additives","no allergy",fish
"Bat.poisson Pane X10 Bf,","chair de _colin_ d'Alaska (Theragra chalcogramma) 65%, farine de _blé_, eau, huiles végétales (colza et tournesol), sel, paprika, levure.",a,-1.0,812.0,0.8,0.9,11.3,0.24,9.39,0.72,0.0,0.0,"no additives","no allergy",fish
"Rillettes de thon fromage frais et ciboulette","dethon et fromage frais ingrédients Thon 35,77% ( poisson), saumon Atlantique (poisson), fromage frais 12,35% (contient lait origine France), fromage blanc (contient lait origine France), huiles végétales (huile de colza, huile de tournesol), eau, ciboulette 1,33% fumet de poisson (lactose, arômes naturels, poisson en poudre, sel, crème (contient lait), protéines de lait épices, plantes aromatiques, farine de ble (contient gluten) , concentré de tomates, sel éventuelles de mollusques, crustacés, moutarde, de sésame, fruits à coque, soja, sulfites, céleri,",c,5.0,1113.0,1.4,0.0,12.0,0.32,23.0,4.2,0.0,0.0,"no additives","no allergy",fish
"Petit Coraya avec 1 Sauce Mayonnaise","chair de _poisson_ (40%), eau, blanc d'_œuf_ réhydraté, amidon de_blé_, huile de colza, fécule de pomme de terre, sucre, arômes naturels d'herbes, arômes naturels (_crustacés_,_blé_), sel, colorant : extrait de paprika    Sauce Mayonnaise : Huile de colza, MOUTARDE de Dijon (eau, graines de MOUTARDE, vinaigre d'alcool, sel, acidifiant: E330, conservateur:E224*), eau, jaune d'OEUF salé, sirop de glucose-fructose*, vinaigre d'alcool, vinaigre de vin blanc*, amidon modifié de maïs, jus concentré de citron, stabilisants:E415 et E412, colorant: E160a, antioxydant: E385. *Contient : SULFITES.",c,4.0,485.0,2.8,0.0,7.8,0.71,4.5,0.6,0.0,0.0,"en:e14xx,en:e160a,en:e160c,en:e224,en:e330,en:e385,en:e412,en:e415","no allergy",fish
"Filets De Cabillaud Facon Fish And Chips","Filets de _cabillaud_ sans arêtes 65 % pâte à beignet 35 % : eau, farine de _blé_, huiles végétales (tournesol, colza), farine de maïs, amidon de _blé_, amidon modifié de maïs, _gluten de blé_, sel, poudres à lever: E450i - E500i, poudre de _lait_ écrémé.",b,2.0,782.0,0.47,0.0,13.5,0.468,9.13,0.93,0.0,0.0,"en:e14xx,en:e450,en:e450i,en:e500,en:e500i","no allergy",fish
"Gratin de morue Parmentier à la nordique","Purée de pommes de terre en flocons 42,5% (pommes de terre réhydratées, émulsifiant : mono et diglycérides d'acides gras, extrait d'épice), morue 10,8% [cabillaud (poisson), sel], pommes de terre 9,8%, crème liquide 8,1% (lait), purée de pommes de terre 8,1% (pommes de terre, émulsifiant : mono et diglycérides d'acides gras, stabilisant : diphosphate disodique, curcuma), saumon 6,9% (poisson), eau, huile de colza, saumon fumé 1,9% [saumon (poisson), sel], ail 1,4%, chapelure 1,3% [farine de blé (gluten), farine de blé intégrale (gluten), eau, sel, levure], euf entier en poudre, sel, ciboulette 0,3%.",b,2.0,515.0,0.4,1.1,5.1,0.332,6.9,2.2,0.0,0.0,"en:e450,en:e450i,en:e471","no allergy",fish
"Filets colin d'Alaska meunière","Filets de colin d'Alaska 75%. Enrobage 25% : eau, huiles végétales (tournesol, colza), farine de ble, fécule de pomme de terre, amidon modifié de mais, sel, gluten de blé, sucre, lactose et protéines de lait, erdmes, dextrose, poudre d'euf entier, persil déshydraté, colorants: carotène et extraits de paprika et de Curcuma, épaississants: E461 - E412-E415, amidon modifié de tapioca, poudres à lever: E450i - E500i. [% exprimés sur la totalité du produit.] Traces possibles de mollusques, soja, céleri.",b,2.0,674.0,1.5,0.7,12.9,0.452,6.8,0.7,0.0,0.0,"en:e14xx,en:e160a,en:e412,en:e415,en:e450,en:e450i,en:e461,en:e500,en:e500i","no allergy",fish
"Canapé au saumon","Pain de blé clair 35% (farine de blé, eau, huile de colza, levure, protéine de blé, sel de cuisine iodé, vinaigre de table, sucre, levain déshydraté [avec blé], farine de malt d'orge, agent de traitement de la farine: acide ascorbique), saumon fumé 29% (saumon Atlantique d'élevage [Salmo salar, Norvège, élevage], sel de cuisine, sucre, transglutaminase), couverture en gelée (eau, sirop de glucose, épaississants: farine de graines de caroube et E407, sel de cuisine, sucre), mayonnaise au citron (huile de colza, eau, jaune d’œuf [d'élevage au sol], huile d'olive avec extrait de citron, vinaigre de table, sucre, zeste de citron 0.5%, jus de citron concentré, protéines de lait, sel de cuisine iodé, condiment en poudre, épaississants: amidon modifié de maïs visqueux, et E415), oignons 4.6%, mousse de raifort 3.5% (eau huile de colza et huile de palmiste, raifort 12% [avec conservateur: disulfite de sodium], sucre, lait écrémé en poudre, fécule modifiée de pommes de terre, arôme, jus de citron concentré, émulsifiants: lécithine de soja, E471 et E472b, conservateurs: E202 et E211, acidifiants: acide malique, acide ascorbique et acide citrique), câpres 1%, persil 1%.",b,0.0,993.0,3.0,1.0,10.0,0.36,11.0,1.5,0.0,0.0,"en:e14xx,en:e202,en:e211,en:e223,en:e296,en:e300,en:e322,en:e322i,en:e330,en:e407,en:e410,en:e415,en:e471,en:e472b","no allergy",fish
"Poisson au four Provençale","Filet de Colin d'Alaska 75% [Theragra chalcogramma] (pêche sauvage, océan Pacifique nord-est), eau, huiles végétales (colza, palme, tournesol), farine de blé, oignons, sel de cuisine, bouillon, jus de citron, persil, acidifiant (acide citrique), levure, sucre de raisin, extrait d'épice",b,1.0,650.0,0.3,0.0,14.0,0.11,7.8,4.59,0.0,0.0,en:e330,"no allergy",fish
"Filets de cabillaud façon fish & chips","Filets de _cabillaud_ 65 %, pâte à beignet 35 %, : eau, farine de _blé_, huile végétale (tournesol, colza), farine de maïs, amidon de _blé_, amidon modifié de maïs, _gluten de blé_, sel, E450 - E500, poudre de _lait_ écrémé",b,1.0,727.0,0.45,0.75,14.1,0.396,7.5,0.8,0.0,0.0,"en:e14xx,en:e450,en:e500","no allergy",fish
"Filet de limande du Nord meunière","Filets de limande du nord (limanda aspera) issus de pêcheries certifiées msc 75%, farine de ble, huiles végétales de tournesol et de colza, eau, amidon transformé de maïs, farine de maïs, sel, gluten de ble, épices (poivre, curcuma, paprika), arôme naturel de citron et autres arômes naturels, amidon de manioc, dextrose, persil déshydraté 0.08%. traces éventuelles de lait, oeuf, mollusques, céleri et soja.",b,0.0,693.0,1.6,0.6,14.0,0.32,7.7,0.8,0.0,0.0,en:e14xx,"no allergy",fish
"Tartinable crabe","Huile de colza, préparation à base de chair de POISSON 34% (chair de POISSON 18%, eau, OEUF, amidon de BLE, huile de colza, protéine de SOJA, Sucre, sel, arôme (CRUSTACE), amidon modifié, exhausteurs de goût: E621-E635, colorants:E120-E160c, stabilisants: E407-E420-E452), OEUFS 17%, eau, chair de CRABE 4 % , jaune d'OEUF, vinaigre, MOUTARDE (vinaigre, graines de MOUTARDE, sel, épices), sel, sucre, ardme (MOLLUSQUE, CREVETTE, POISSON, algue marine, extrait de levure), extraits de plantes aromatiques et d'épices, poivre, fibre alimentaire, maltodextrine, graisse de palme, protéine de LAIT, LACTOSE, huile de tournesol,conservateurs: E202-E211, acidifiants:E260-E325-E330-E575 stabilisants:E412-E415. Peut contenir des traces de céleri",d,13.0,1644.0,1.5,0.0,6.1,0.6,38.8,3.2,0.0,0.0,"en:e120,en:e14xx,en:e160c,en:e202,en:e211,en:e260,en:e325,en:e330,en:e407,en:e412,en:e415,en:e420,en:e452,en:e575,en:e621,en:e635","no allergy",fish
"Colin d'Alaska pané Epeautre & Levain","Colin d'Alaska** (poisson) 54%, farine de blé 11%, chapelure 6% (farine de blé 4,7%, farine complète d'épeautre 0,5%, levain de blé sec 0,5%, levure, sel), flocons d'épeautre 2,6%, blé malté 1,4%, flocons entiers d'orge 1,3%, amidon de blé, farine complète d'épeautre 1,2%, farine de riz, sel, huiles végétales (colza, tournesol), épices (moutarde), poudre à lever:",b,1.0,782.0,0.0,0.0,12.0,0.39,6.09,0.5,0.0,0.0,"no additives","no allergy",fish
"Mini-acras de morue, Préfrits surgelés","_Morue_ dessalée 50 %, eau, farine de _blé_ (contient : amylases), flocons de pomme de terre (pomme de terre 99 %, émulsifiant : monostearate de glycérol, anti-oxydants : acide ascorbique, palmitate d'assorbyle), _œuf_ entier liquide, poivron rouge, poudre à lever (disphosphate tétrasodique, orthophosphate de calcium, carbonate de sodium), échalote, ail, oignon, piment fort 0,15 %, persil, poivre, huile de tournesol, sel.",c,9.0,770.0,3.4,3.0,13.0,1.3,5.9,0.69,0.0,0.0,"en:e1100,en:e300,en:e341,en:e471,en:e500,en:e500i","no allergy",fish
"Accras de Morue, Recette antillaise","Morue pêchée en Océan Atlantique (_poisson_) 50 %, huiles végétales (tournesol, colza), farine de _blé_, _œuf_, poivrons rouges, oignons préfrits (oignons, huile de tournesol), fécule de pomme de terre, eau, flocons de pomme de terre, huile d'olive vierge extra, persil, ail, agents levants [poudres à lever (diphosphate, carbonate acide de sodium), amidon de _froment_, farine de _froment_], blanc d'_œuf_ en poudre, épice et extrait d'épice 0,4 %.",d,11.0,949.0,3.0,0.0,12.0,0.8,13.0,1.3,0.0,0.0,"en:e450,en:e500,en:e500ii","no allergy",fish
"Nuggets de Poisson","Colin d'Alaska (_poisson_) 66 %, chapelure 16 % (farine de _blé _, levure, sel, épices : curcuma, paprika), huiles végétales (tournesol, colza), eau, farine de _blé_, amidon modifié de pomme de terre, épaississant : méthylcellulose, sel.",b,0.0,879.0,0.7,1.4,13.0,0.364,9.2,1.0,0.0,0.0,"en:e14xx,en:e461","no allergy",fish
"Plein Filet de Limande du Nord Meunière","Filets de _limande du Nord_ (75 %). Enrobage (25 %) : farine de _blé_, huiles végétales de tournesol et de colza non hydrogénées, eau, amidon transformé de maïs, sel, _gluten_ de blé, arômes naturels de citron, sucre, persil déshydraté (0,7 %), épaississants : méthylcellulose, gomme guar, gomme xanthane, jus de citron (0,4 %), dextrose de blé, poudres à lever : diphosphate disodique, carbonate acide de sodium.",a,-1.0,707.0,0.9,1.0,14.1,0.328,8.9,0.9,0.0,0.0,"en:e14xx,en:e412,en:e415,en:e450,en:e450i,en:e461,en:e500,en:e500ii","no allergy",fish
"Filet de Limande du Nord Meunière","Filets de _limande_ du Nord 72 %, Enrobage 28 % : eau. huiles végétales (tournesol, colza), farine de _blé_, fécule de pomme de terre, amidon modiﬁé de maïs, _gluten_ de _blé_, sel, _lactose_ et protéines de _lait_, arôme, sucre, dextrose, persil déshydraté, colorants : carotène E160a - extrait de paprika E1600 et de curcuma E100, poudre d’_œuf_, entier, épaississants : E412 - E415 - E461, amidon modifie de tapioca, poudres à lever : E450i-E500ii.",b,2.0,758.0,1.4,0.0,12.2,0.48,8.7,0.9,0.0,0.0,"en:e14xx,en:e160a,en:e160c,en:e412,en:e415,en:e450,en:e450i,en:e461,en:e500,en:e500ii","no allergy",fish
"Thon sauce Catalane","_Thon_ listao 30 %, eau, concentré de tomates 16,5 %, carotte 7 % , cornichon 6,7 %, huile végétale, oignon 2,4 %, olive noire 2,1 %, sucre, vinaigre de vin, sel, épaississants: gomme guar, gomme xanthane, poivre, arôme naturel, colorant : extrait de paprika.",a,-1.0,420.0,3.6,1.7,9.2,0.4,5.1,0.4,0.0,0.0,"en:e160c,en:e412,en:e415","no allergy",fish
"Colin d'alaska Panées","filet de _colin_ d'Alaska (Theragra chalcogramma) 68%, farine de _blé_, eau, amidon de _blé_ et de pomme de terre, sel, levure, farine de maïs, huiles végétales (tournesol, colza), sucre, poudres à lever : E450, E500, _lait_ écrémé en poudre, épices, dextrose.",a,-1.0,498.0,1.8,0.8,12.0,0.308,0.9,0.1,0.0,0.0,"en:e450,en:e500","no allergy",fish
"8 Tranches panées Colin d'Alaska","Filets de colin d'Alaska MSC 70% (Theragra chalcogramma), chapelure (farine de blé, sel), eau, huiles végétales de colza et de tournesol, farine de blé, amidon de blé, amidon modifié de maïs, sel, fécule de pomme de terre, gluten de blé. Peut contenir des traces de moutarde et oeuf.",a,-2.0,778.0,2.0,1.1,13.0,0.244,7.0,0.5,0.0,0.0,en:e14xx,"no allergy",fish
"Bâtonnets de poisson blanc super croustillant","POISSON blanc 60%, farine de BLÉ, eau, huiles végétales (tournesol, colza), gluten de BLÉ, sel, farine de riz, amidon transformé de BLÉ, amidon de BLÉ, dextrose. Traces éventuelles de lait et oeuf.",b,1.0,855.0,1.2,0.6,12.0,0.44,9.2,1.0,0.0,0.0,en:e14xx,"no allergy",fish
"Les Océanes Grillade Herbes et Huile d'Olive 2,3%","_Colin d'Alaska_ 90%, huile de palme, huile d'olives 2,3%, huile de colza, herbes 0,8% (persil, origan, thym, romarin, estragon, basilic), eau, sel, dextrose, extrait d'oignon et d'ail, sucre, poivre noir, épinards.",b,2.0,565.0,0.4,0.0,15.2,0.36,8.1,3.6,0.0,0.0,"no additives","no allergy",fish
